1.000E-03	1.169E+02	
1.500E-03	1.393E+02	
2.000E-03	1.583E+02	
2.500E-03	1.750E+02	
3.000E-03	1.903E+02	
4.000E-03	2.174E+02	
5.000E-03	2.414E+02	
6.000E-03	2.633E+02	
7.000E-03	2.834E+02	
8.000E-03	3.022E+02	
9.000E-03	3.199E+02	
1.000E-02	3.366E+02	
1.250E-02	3.686E+02	
1.500E-02	3.961E+02	
1.750E-02	4.199E+02	
2.000E-02	4.408E+02	
2.250E-02	4.591E+02	
2.500E-02	4.751E+02	
2.750E-02	4.890E+02	
3.000E-02	5.011E+02	
3.500E-02	5.204E+02	
4.000E-02	5.342E+02	
4.500E-02	5.433E+02	
5.000E-02	5.485E+02	
5.500E-02	5.507E+02	
6.000E-02	5.504E+02	
6.500E-02	5.480E+02	
7.000E-02	5.442E+02	
7.500E-02	5.392E+02	
8.000E-02	5.333E+02	
8.500E-02	5.267E+02	
9.000E-02	5.198E+02	
9.500E-02	5.126E+02	
1.000E-01	5.053E+02	
1.250E-01	4.695E+02	
1.500E-01	4.379E+02	
1.750E-01	4.113E+02	
2.000E-01	3.889E+02	
2.250E-01	3.699E+02	
2.500E-01	3.535E+02	
2.750E-01	3.391E+02	
3.000E-01	3.263E+02	
3.500E-01	3.045E+02	
4.000E-01	2.862E+02	
4.500E-01	2.706E+02	
5.000E-01	2.569E+02	
5.500E-01	2.454E+02	
6.000E-01	2.353E+02	
6.500E-01	2.261E+02	
7.000E-01	2.174E+02	
7.500E-01	2.091E+02	
8.000E-01	2.012E+02	
8.500E-01	1.938E+02	
9.000E-01	1.872E+02	
9.500E-01	1.811E+02	
1.000E+00	1.754E+02	
1.250E+00	1.524E+02	
1.500E+00	1.355E+02	
1.750E+00	1.223E+02	
2.000E+00	1.118E+02	
2.250E+00	1.031E+02	
2.500E+00	9.586E+01	
2.750E+00	8.968E+01	
3.000E+00	8.433E+01	
3.500E+00	7.554E+01	
4.000E+00	6.860E+01	
4.500E+00	6.296E+01	
5.000E+00	5.828E+01	
5.500E+00	5.431E+01	
6.000E+00	5.091E+01	
6.500E+00	4.795E+01	
7.000E+00	4.536E+01	
7.500E+00	4.306E+01	
8.000E+00	4.101E+01	
8.500E+00	3.916E+01	
9.000E+00	3.750E+01	
9.500E+00	3.598E+01	
1.000E+01	3.459E+01	
1.250E+01	2.913E+01	
1.500E+01	2.529E+01	
1.750E+01	2.243E+01	
2.000E+01	2.020E+01	
2.500E+01	1.695E+01	
2.750E+01	1.573E+01	
3.000E+01	1.469E+01	
3.500E+01	1.302E+01	
4.000E+01	1.173E+01	
4.500E+01	1.070E+01	
5.000E+01	9.856E+00	
5.500E+01	9.157E+00	
6.000E+01	8.564E+00	
6.500E+01	8.056E+00	
7.000E+01	7.614E+00	
7.500E+01	7.227E+00	
8.000E+01	6.885E+00	
8.500E+01	6.581E+00	
9.000E+01	6.308E+00	
9.500E+01	6.061E+00	
1.000E+02	5.838E+00	
1.250E+02	4.974E+00	
1.500E+02	4.383E+00	
1.750E+02	3.954E+00	
2.000E+02	3.628E+00	
2.250E+02	3.371E+00	
2.500E+02	3.165E+00	
2.750E+02	2.995E+00	
3.000E+02	2.853E+00	
3.500E+02	2.630E+00	
4.000E+02	2.462E+00	
4.500E+02	2.333E+00	
5.000E+02	2.230E+00	
5.500E+02	2.147E+00	
6.000E+02	2.079E+00	
6.500E+02	2.022E+00	
7.000E+02	1.975E+00	
7.500E+02	1.934E+00	
8.000E+02	1.899E+00	
8.500E+02	1.870E+00	
9.000E+02	1.844E+00	
9.500E+02	1.821E+00	
1.000E+03	1.801E+00	
1.500E+03	1.696E+00	
2.000E+03	1.666E+00	
2.500E+03	1.661E+00	
3.000E+03	1.668E+00	
4.000E+03	1.692E+00	
5.000E+03	1.720E+00	
6.000E+03	1.746E+00	
7.000E+03	1.770E+00	
8.000E+03	1.792E+00	
9.000E+03	1.812E+00	
1.000E+04	1.830E+00	
2.000E+04	1.920E+00
5.000E+04	2.050E+00
8.000E+04	2.120E+00
9.000E+04	2.130E+00
5.000E+05	2.390E+00
6.000E+05	2.410E+00
