0.05	0.025
0.075	1.9875	0
0.075	2.0125	0
0.075	2.0375	0
0.075	2.0625	0
0.075	2.0875	0
0.075	2.1125	0
0.075	2.1375	0
0.075	2.1625	0
0.075	2.1875	0
0.075	2.2125	0
0.075	2.2375	0
0.075	2.2625	0
0.075	2.2875	0
0.075	2.3125	0
0.075	2.3375	0
0.075	2.3625	0
0.075	2.3875	0
0.075	2.4125	0
0.075	2.4375	0
0.075	2.4625	0
0.075	2.4875	0
0.125	-0.0125	0
0.125	0.0125	0
0.125	0.0375	0
0.125	0.0625	0
0.125	0.0875	0
0.125	0.1125	8e-05
0.125	0.1375	0.0004
0.125	0.1625	0.00424
0.125	0.1875	0.043
0.125	0.2125	0.06728
0.125	0.2375	0.0046
0.125	0.2625	0.00032
0.125	0.2875	0.00036
0.125	0.3125	0.00028
0.125	0.3375	0.00024
0.125	0.3625	0.00012
0.125	0.3875	4e-05
0.125	0.4125	4e-05
0.125	0.4375	4e-05
0.125	0.4625	0
0.125	0.4875	0
0.125	0.5125	0
0.125	0.5375	4e-05
0.125	0.5625	4e-05
0.125	0.5875	4e-05
0.125	0.6125	4e-05
0.125	0.6375	0
0.125	0.6625	0
0.125	0.6875	0
0.125	0.7125	0
0.125	0.7375	0
0.125	0.7625	0
0.125	0.7875	0
0.125	0.8125	0
0.125	0.8375	0
0.125	0.8625	0
0.125	0.8875	0
0.125	0.9125	0
0.125	0.9375	0
0.125	0.9625	0
0.125	0.9875	0
0.125	1.0125	0
0.125	1.0375	0
0.125	1.0625	0
0.125	1.0875	0
0.125	1.1125	0
0.125	1.1375	0
0.125	1.1625	0
0.125	1.1875	0
0.125	1.2125	0
0.125	1.2375	0
0.125	1.2625	0
0.125	1.2875	0
0.125	1.3125	0
0.125	1.3375	0
0.125	1.3625	0
0.125	1.3875	0
0.125	1.4125	0
0.125	1.4375	0
0.125	1.4625	0
0.125	1.4875	0
0.125	1.5125	0
0.125	1.5375	0
0.125	1.5625	0
0.125	1.5875	0
0.125	1.6125	0
0.125	1.6375	0
0.125	1.6625	0
0.125	1.6875	0
0.125	1.7125	0
0.125	1.7375	0
0.125	1.7625	0
0.125	1.7875	0
0.125	1.8125	0
0.125	1.8375	0
0.125	1.8625	0
0.125	1.8875	0
0.125	1.9125	0
0.125	1.9375	0
0.125	1.9625	0
0.125	1.9875	0
0.125	2.0125	0
0.125	2.0375	0
0.125	2.0625	0
0.125	2.0875	0
0.125	2.1125	0
0.125	2.1375	0
0.125	2.1625	0
0.125	2.1875	0
0.125	2.2125	0
0.125	2.2375	0
0.125	2.2625	0
0.125	2.2875	0
0.125	2.3125	0
0.125	2.3375	0
0.125	2.3625	0
0.125	2.3875	0
0.125	2.4125	0
0.125	2.4375	0
0.125	2.4625	0
0.125	2.4875	0
0.175	-0.0125	0
0.175	0.0125	4e-05
0.175	0.0375	4e-05
0.175	0.0625	0.00336
0.175	0.0875	0.01164
0.175	0.1125	0.046
0.175	0.1375	0.0604
0.175	0.1625	0.10824
0.175	0.1875	0.14552
0.175	0.2125	0.15544
0.175	0.2375	0.0852
0.175	0.2625	0.00692
0.175	0.2875	0.00028
0.175	0.3125	0.0002
0.175	0.3375	0.00016
0.175	0.3625	0.00016
0.175	0.3875	4e-05
0.175	0.4125	0.00012
0.175	0.4375	0.00016
0.175	0.4625	0.00016
0.175	0.4875	0.00012
0.175	0.5125	4e-05
0.175	0.5375	0
0.175	0.5625	4e-05
0.175	0.5875	0
0.175	0.6125	0
0.175	0.6375	0
0.175	0.6625	0
0.175	0.6875	0
0.175	0.7125	0
0.175	0.7375	0
0.175	0.7625	0
0.175	0.7875	0
0.175	0.8125	0
0.175	0.8375	4e-05
0.175	0.8625	0
0.175	0.8875	0
0.175	0.9125	0
0.175	0.9375	0
0.175	0.9625	0
0.175	0.9875	0
0.175	1.0125	0
0.175	1.0375	0
0.175	1.0625	0
0.175	1.0875	0
0.175	1.1125	0
0.175	1.1375	0
0.175	1.1625	0
0.175	1.1875	0
0.175	1.2125	0
0.175	1.2375	0
0.175	1.2625	0
0.175	1.2875	0
0.175	1.3125	0
0.175	1.3375	0
0.175	1.3625	0
0.175	1.3875	0
0.175	1.4125	0
0.175	1.4375	0
0.175	1.4625	0
0.175	1.4875	0
0.175	1.5125	0
0.175	1.5375	0
0.175	1.5625	0
0.175	1.5875	0
0.175	1.6125	0
0.175	1.6375	0
0.175	1.6625	0
0.175	1.6875	0
0.175	1.7125	0
0.175	1.7375	0
0.175	1.7625	0
0.175	1.7875	0
0.175	1.8125	0
0.175	1.8375	0
0.175	1.8625	0
0.175	1.8875	0
0.175	1.9125	0
0.175	1.9375	0
0.175	1.9625	0
0.175	1.9875	0
0.175	2.0125	0
0.175	2.0375	0
0.175	2.0625	0
0.175	2.0875	0
0.175	2.1125	0
0.175	2.1375	0
0.175	2.1625	0
0.175	2.1875	4e-05
0.175	2.2125	0
0.175	2.2375	0
0.175	2.2625	0
0.175	2.2875	0
0.175	2.3125	0
0.175	2.3375	0
0.175	2.3625	0
0.175	2.3875	0
0.175	2.4125	0
0.175	2.4375	0
0.175	2.4625	0
0.175	2.4875	0
0.225	-0.0125	0
0.225	0.0125	0.44184
0.225	0.0375	0.22928
0.225	0.0625	0.20064
0.225	0.0875	0.21624
0.225	0.1125	0.26988
0.225	0.1375	0.26456
0.225	0.1625	0.24476
0.225	0.1875	0.22892
0.225	0.2125	0.20992
0.225	0.2375	0.18068
0.225	0.2625	0.10048
0.225	0.2875	0.01552
0.225	0.3125	0.0004
0.225	0.3375	0.00044
0.225	0.3625	0.00028
0.225	0.3875	0.0002
0.225	0.4125	0.0002
0.225	0.4375	0.00012
0.225	0.4625	8e-05
0.225	0.4875	0
0.225	0.5125	4e-05
0.225	0.5375	0
0.225	0.5625	8e-05
0.225	0.5875	0
0.225	0.6125	0
0.225	0.6375	0
0.225	0.6625	0
0.225	0.6875	0
0.225	0.7125	0
0.225	0.7375	0
0.225	0.7625	0
0.225	0.7875	0
0.225	0.8125	0
0.225	0.8375	4e-05
0.225	0.8625	0
0.225	0.8875	0
0.225	0.9125	0
0.225	0.9375	0
0.225	0.9625	0
0.225	0.9875	0
0.225	1.0125	0
0.225	1.0375	0
0.225	1.0625	0
0.225	1.0875	0
0.225	1.1125	0
0.225	1.1375	4e-05
0.225	1.1625	0
0.225	1.1875	0
0.225	1.2125	0
0.225	1.2375	0
0.225	1.2625	0
0.225	1.2875	0
0.225	1.3125	0
0.225	1.3375	0
0.225	1.3625	0
0.225	1.3875	0
0.225	1.4125	0
0.225	1.4375	0
0.225	1.4625	0
0.225	1.4875	0
0.225	1.5125	0
0.225	1.5375	0
0.225	1.5625	0
0.225	1.5875	0
0.225	1.6125	0
0.225	1.6375	0
0.225	1.6625	0
0.225	1.6875	0
0.225	1.7125	0
0.225	1.7375	0
0.225	1.7625	0
0.225	1.7875	0
0.225	1.8125	0
0.225	1.8375	0
0.225	1.8625	0
0.225	1.8875	0
0.225	1.9125	0
0.225	1.9375	0
0.225	1.9625	0
0.225	1.9875	0
0.225	2.0125	0
0.225	2.0375	0
0.225	2.0625	0
0.225	2.0875	0
0.225	2.1125	0
0.225	2.1375	0
0.225	2.1625	0
0.225	2.1875	0
0.225	2.2125	0
0.225	2.2375	0
0.225	2.2625	0
0.225	2.2875	0
0.225	2.3125	0
0.225	2.3375	0
0.225	2.3625	0
0.225	2.3875	0
0.225	2.4125	0
0.225	2.4375	0
0.225	2.4625	0
0.225	2.4875	0
0.275	-0.0125	0
0.275	0.0125	0.97156
0.275	0.0375	0.89088
0.275	0.0625	0.68936
0.275	0.0875	0.53396
0.275	0.1125	0.46884
0.275	0.1375	0.38944
0.275	0.1625	0.3072
0.275	0.1875	0.26968
0.275	0.2125	0.24504
0.275	0.2375	0.2198
0.275	0.2625	0.1924
0.275	0.2875	0.1396
0.275	0.3125	0.03936
0.275	0.3375	0.00088
0.275	0.3625	0.00068
0.275	0.3875	0.00016
0.275	0.4125	0.00016
0.275	0.4375	0.00016
0.275	0.4625	0.00016
0.275	0.4875	0
0.275	0.5125	0
0.275	0.5375	0.00012
0.275	0.5625	4e-05
0.275	0.5875	0
0.275	0.6125	0
0.275	0.6375	4e-05
0.275	0.6625	0
0.275	0.6875	4e-05
0.275	0.7125	0
0.275	0.7375	0
0.275	0.7625	0
0.275	0.7875	4e-05
0.275	0.8125	0
0.275	0.8375	0
0.275	0.8625	0
0.275	0.8875	0
0.275	0.9125	0
0.275	0.9375	0
0.275	0.9625	0
0.275	0.9875	0
0.275	1.0125	0
0.275	1.0375	0
0.275	1.0625	0
0.275	1.0875	0
0.275	1.1125	0
0.275	1.1375	0
0.275	1.1625	0
0.275	1.1875	0
0.275	1.2125	0
0.275	1.2375	0
0.275	1.2625	0
0.275	1.2875	0
0.275	1.3125	0
0.275	1.3375	0
0.275	1.3625	0
0.275	1.3875	0
0.275	1.4125	0
0.275	1.4375	0
0.275	1.4625	0
0.275	1.4875	0
0.275	1.5125	0
0.275	1.5375	0
0.275	1.5625	0
0.275	1.5875	0
0.275	1.6125	0
0.275	1.6375	0
0.275	1.6625	0
0.275	1.6875	0
0.275	1.7125	0
0.275	1.7375	0
0.275	1.7625	0
0.275	1.7875	0
0.275	1.8125	0
0.275	1.8375	0
0.275	1.8625	0
0.275	1.8875	0
0.275	1.9125	0
0.275	1.9375	0
0.275	1.9625	0
0.275	1.9875	0
0.275	2.0125	0
0.275	2.0375	0
0.275	2.0625	0
0.275	2.0875	0
0.275	2.1125	0
0.275	2.1375	0
0.275	2.1625	0
0.275	2.1875	0
0.275	2.2125	0
0.275	2.2375	0
0.275	2.2625	0
0.275	2.2875	0
0.275	2.3125	0
0.275	2.3375	0
0.275	2.3625	0
0.275	2.3875	0
0.275	2.4125	0
0.275	2.4375	0
0.275	2.4625	0
0.275	2.4875	0
0.325	-0.0125	0
0.325	0.0125	0.97572
0.325	0.0375	0.97708
0.325	0.0625	0.96516
0.325	0.0875	0.84944
0.325	0.1125	0.66736
0.325	0.1375	0.52828
0.325	0.1625	0.40524
0.325	0.1875	0.32516
0.325	0.2125	0.28648
0.325	0.2375	0.25852
0.325	0.2625	0.23392
0.325	0.2875	0.19944
0.325	0.3125	0.16452
0.325	0.3375	0.07744
0.325	0.3625	0.00968
0.325	0.3875	0.0004
0.325	0.4125	0.00028
0.325	0.4375	0.0002
0.325	0.4625	0.00016
0.325	0.4875	0.00012
0.325	0.5125	4e-05
0.325	0.5375	4e-05
0.325	0.5625	0
0.325	0.5875	0
0.325	0.6125	0
0.325	0.6375	0
0.325	0.6625	4e-05
0.325	0.6875	0
0.325	0.7125	0
0.325	0.7375	0
0.325	0.7625	0
0.325	0.7875	0
0.325	0.8125	0
0.325	0.8375	0
0.325	0.8625	0
0.325	0.8875	0
0.325	0.9125	0
0.325	0.9375	0
0.325	0.9625	0
0.325	0.9875	0
0.325	1.0125	0
0.325	1.0375	0
0.325	1.0625	0
0.325	1.0875	0
0.325	1.1125	0
0.325	1.1375	0
0.325	1.1625	0
0.325	1.1875	0
0.325	1.2125	0
0.325	1.2375	0
0.325	1.2625	0
0.325	1.2875	0
0.325	1.3125	0
0.325	1.3375	0
0.325	1.3625	0
0.325	1.3875	0
0.325	1.4125	0
0.325	1.4375	0
0.325	1.4625	0
0.325	1.4875	0
0.325	1.5125	0
0.325	1.5375	0
0.325	1.5625	0
0.325	1.5875	0
0.325	1.6125	0
0.325	1.6375	0
0.325	1.6625	0
0.325	1.6875	0
0.325	1.7125	0
0.325	1.7375	0
0.325	1.7625	0
0.325	1.7875	0
0.325	1.8125	0
0.325	1.8375	0
0.325	1.8625	0
0.325	1.8875	0
0.325	1.9125	0
0.325	1.9375	0
0.325	1.9625	0
0.325	1.9875	0
0.325	2.0125	0
0.325	2.0375	0
0.325	2.0625	0
0.325	2.0875	0
0.325	2.1125	0
0.325	2.1375	0
0.325	2.1625	0
0.325	2.1875	0
0.325	2.2125	0
0.325	2.2375	0
0.325	2.2625	0
0.325	2.2875	0
0.325	2.3125	0
0.325	2.3375	0
0.325	2.3625	0
0.325	2.3875	0
0.325	2.4125	0
0.325	2.4375	0
0.325	2.4625	0
0.325	2.4875	0
0.375	-0.0125	0
0.375	0.0125	0.98068
0.375	0.0375	0.98432
0.375	0.0625	0.98176
0.375	0.0875	0.94084
0.375	0.1125	0.94264
0.375	0.1375	0.7936
0.375	0.1625	0.59388
0.375	0.1875	0.42704
0.375	0.2125	0.33372
0.375	0.2375	0.30064
0.375	0.2625	0.27808
0.375	0.2875	0.25228
0.375	0.3125	0.22028
0.375	0.3375	0.1852
0.375	0.3625	0.13592
0.375	0.3875	0.05684
0.375	0.4125	0.00692
0.375	0.4375	0.00048
0.375	0.4625	0.00012
0.375	0.4875	4e-05
0.375	0.5125	0.00012
0.375	0.5375	4e-05
0.375	0.5625	4e-05
0.375	0.5875	0
0.375	0.6125	4e-05
0.375	0.6375	0
0.375	0.6625	0
0.375	0.6875	0
0.375	0.7125	0
0.375	0.7375	0
0.375	0.7625	0
0.375	0.7875	0
0.375	0.8125	0
0.375	0.8375	0
0.375	0.8625	0
0.375	0.8875	0
0.375	0.9125	0
0.375	0.9375	0
0.375	0.9625	0
0.375	0.9875	0
0.375	1.0125	0
0.375	1.0375	0
0.375	1.0625	0
0.375	1.0875	0
0.375	1.1125	0
0.375	1.1375	0
0.375	1.1625	0
0.375	1.1875	0
0.375	1.2125	0
0.375	1.2375	0
0.375	1.2625	0
0.375	1.2875	0
0.375	1.3125	0
0.375	1.3375	0
0.375	1.3625	0
0.375	1.3875	0
0.375	1.4125	0
0.375	1.4375	0
0.375	1.4625	0
0.375	1.4875	0
0.375	1.5125	0
0.375	1.5375	0
0.375	1.5625	0
0.375	1.5875	0
0.375	1.6125	0
0.375	1.6375	0
0.375	1.6625	0
0.375	1.6875	0
0.375	1.7125	0
0.375	1.7375	0
0.375	1.7625	0
0.375	1.7875	0
0.375	1.8125	0
0.375	1.8375	0
0.375	1.8625	0
0.375	1.8875	0
0.375	1.9125	0
0.375	1.9375	0
0.375	1.9625	0
0.375	1.9875	0
0.375	2.0125	0
0.375	2.0375	0
0.375	2.0625	0
0.375	2.0875	0
0.375	2.1125	0
0.375	2.1375	0
0.375	2.1625	0
0.375	2.1875	0
0.375	2.2125	0
0.375	2.2375	0
0.375	2.2625	0
0.375	2.2875	0
0.375	2.3125	0
0.375	2.3375	0
0.375	2.3625	0
0.375	2.3875	0
0.375	2.4125	0
0.375	2.4375	0
0.375	2.4625	4e-05
0.375	2.4875	0
0.425	-0.0125	0
0.425	0.0125	0.98524
0.425	0.0375	0.98476
0.425	0.0625	0.9842
0.425	0.0875	0.92532
0.425	0.1125	0.96752
0.425	0.1375	0.98524
0.425	0.1625	0.89936
0.425	0.1875	0.68036
0.425	0.2125	0.4572
0.425	0.2375	0.35068
0.425	0.2625	0.31028
0.425	0.2875	0.28336
0.425	0.3125	0.26416
0.425	0.3375	0.237
0.425	0.3625	0.20424
0.425	0.3875	0.17372
0.425	0.4125	0.12876
0.425	0.4375	0.05744
0.425	0.4625	0.00948
0.425	0.4875	0.00036
0.425	0.5125	4e-05
0.425	0.5375	0.00024
0.425	0.5625	4e-05
0.425	0.5875	4e-05
0.425	0.6125	0
0.425	0.6375	4e-05
0.425	0.6625	0
0.425	0.6875	4e-05
0.425	0.7125	4e-05
0.425	0.7375	0
0.425	0.7625	0
0.425	0.7875	0
0.425	0.8125	0
0.425	0.8375	0
0.425	0.8625	0
0.425	0.8875	4e-05
0.425	0.9125	0
0.425	0.9375	4e-05
0.425	0.9625	0
0.425	0.9875	0
0.425	1.0125	0
0.425	1.0375	0
0.425	1.0625	0
0.425	1.0875	0
0.425	1.1125	0
0.425	1.1375	0
0.425	1.1625	0
0.425	1.1875	0
0.425	1.2125	0
0.425	1.2375	0
0.425	1.2625	0
0.425	1.2875	0
0.425	1.3125	0
0.425	1.3375	0
0.425	1.3625	0
0.425	1.3875	0
0.425	1.4125	0
0.425	1.4375	0
0.425	1.4625	0
0.425	1.4875	0
0.425	1.5125	0
0.425	1.5375	0
0.425	1.5625	0
0.425	1.5875	0
0.425	1.6125	0
0.425	1.6375	0
0.425	1.6625	0
0.425	1.6875	0
0.425	1.7125	0
0.425	1.7375	0
0.425	1.7625	0
0.425	1.7875	0
0.425	1.8125	0
0.425	1.8375	0
0.425	1.8625	0
0.425	1.8875	0
0.425	1.9125	0
0.425	1.9375	0
0.425	1.9625	0
0.425	1.9875	0
0.425	2.0125	0
0.425	2.0375	0
0.425	2.0625	0
0.425	2.0875	0
0.425	2.1125	0
0.425	2.1375	0
0.425	2.1625	0
0.425	2.1875	0
0.425	2.2125	0
0.425	2.2375	0
0.425	2.2625	0
0.425	2.2875	0
0.425	2.3125	0
0.425	2.3375	0
0.425	2.3625	0
0.425	2.3875	0
0.425	2.4125	0
0.425	2.4375	0
0.425	2.4625	0
0.425	2.4875	0
0.475	-0.0125	0
0.475	0.0125	0.98556
0.475	0.0375	0.99024
0.475	0.0625	0.98724
0.475	0.0875	0.90968
0.475	0.1125	0.96132
0.475	0.1375	0.9934
0.475	0.1625	0.99348
0.475	0.1875	0.96696
0.475	0.2125	0.80492
0.475	0.2375	0.51692
0.475	0.2625	0.3654
0.475	0.2875	0.33328
0.475	0.3125	0.29752
0.475	0.3375	0.27676
0.475	0.3625	0.25276
0.475	0.3875	0.22304
0.475	0.4125	0.1902
0.475	0.4375	0.16204
0.475	0.4625	0.12708
0.475	0.4875	0.05768
0.475	0.5125	0.01272
0.475	0.5375	0.00064
0.475	0.5625	8e-05
0.475	0.5875	0.00024
0.475	0.6125	0
0.475	0.6375	0
0.475	0.6625	4e-05
0.475	0.6875	0
0.475	0.7125	0.00012
0.475	0.7375	4e-05
0.475	0.7625	0
0.475	0.7875	0
0.475	0.8125	0
0.475	0.8375	4e-05
0.475	0.8625	0
0.475	0.8875	0
0.475	0.9125	0
0.475	0.9375	0
0.475	0.9625	0
0.475	0.9875	0
0.475	1.0125	0
0.475	1.0375	0
0.475	1.0625	0
0.475	1.0875	0
0.475	1.1125	0
0.475	1.1375	0
0.475	1.1625	0
0.475	1.1875	0
0.475	1.2125	0
0.475	1.2375	0
0.475	1.2625	0
0.475	1.2875	0
0.475	1.3125	0
0.475	1.3375	0
0.475	1.3625	0
0.475	1.3875	0
0.475	1.4125	0
0.475	1.4375	0
0.475	1.4625	0
0.475	1.4875	0
0.475	1.5125	0
0.475	1.5375	0
0.475	1.5625	0
0.475	1.5875	0
0.475	1.6125	0
0.475	1.6375	0
0.475	1.6625	0
0.475	1.6875	0
0.475	1.7125	0
0.475	1.7375	0
0.475	1.7625	0
0.475	1.7875	0
0.475	1.8125	0
0.475	1.8375	0
0.475	1.8625	0
0.475	1.8875	0
0.475	1.9125	0
0.475	1.9375	0
0.475	1.9625	0
0.475	1.9875	0
0.475	2.0125	0
0.475	2.0375	0
0.475	2.0625	0
0.475	2.0875	0
0.475	2.1125	0
0.475	2.1375	0
0.475	2.1625	0
0.475	2.1875	0
0.475	2.2125	0
0.475	2.2375	0
0.475	2.2625	0
0.475	2.2875	0
0.475	2.3125	0
0.475	2.3375	0
0.475	2.3625	0
0.475	2.3875	0
0.475	2.4125	0
0.475	2.4375	0
0.475	2.4625	0
0.475	2.4875	0
0.525	-0.0125	0
0.525	0.0125	0.98524
0.525	0.0375	0.99164
0.525	0.0625	0.97772
0.525	0.0875	0.89276
0.525	0.1125	0.95104
0.525	0.1375	0.99448
0.525	0.1625	0.99264
0.525	0.1875	0.99496
0.525	0.2125	0.99084
0.525	0.2375	0.91952
0.525	0.2625	0.64328
0.525	0.2875	0.39748
0.525	0.3125	0.34308
0.525	0.3375	0.31044
0.525	0.3625	0.28816
0.525	0.3875	0.27008
0.525	0.4125	0.24172
0.525	0.4375	0.2152
0.525	0.4625	0.18912
0.525	0.4875	0.1646
0.525	0.5125	0.12712
0.525	0.5375	0.06964
0.525	0.5625	0.02072
0.525	0.5875	0.00372
0.525	0.6125	4e-05
0.525	0.6375	0
0.525	0.6625	8e-05
0.525	0.6875	0
0.525	0.7125	0
0.525	0.7375	4e-05
0.525	0.7625	0
0.525	0.7875	4e-05
0.525	0.8125	4e-05
0.525	0.8375	4e-05
0.525	0.8625	4e-05
0.525	0.8875	0
0.525	0.9125	4e-05
0.525	0.9375	4e-05
0.525	0.9625	4e-05
0.525	0.9875	4e-05
0.525	1.0125	0
0.525	1.0375	0
0.525	1.0625	0
0.525	1.0875	0
0.525	1.1125	0
0.525	1.1375	0
0.525	1.1625	0
0.525	1.1875	0
0.525	1.2125	0
0.525	1.2375	0
0.525	1.2625	0
0.525	1.2875	0
0.525	1.3125	0
0.525	1.3375	0
0.525	1.3625	0
0.525	1.3875	0
0.525	1.4125	0
0.525	1.4375	0
0.525	1.4625	0
0.525	1.4875	0
0.525	1.5125	0
0.525	1.5375	0
0.525	1.5625	0
0.525	1.5875	0
0.525	1.6125	0
0.525	1.6375	0
0.525	1.6625	0
0.525	1.6875	0
0.525	1.7125	0
0.525	1.7375	0
0.525	1.7625	0
0.525	1.7875	0
0.525	1.8125	0
0.525	1.8375	0
0.525	1.8625	0
0.525	1.8875	0
0.525	1.9125	0
0.525	1.9375	0
0.525	1.9625	0
0.525	1.9875	0
