0.05	0.025
0.075	2.0125	0
0.075	2.0375	0
0.075	2.0625	0
0.075	2.0875	0
0.075	2.1125	0
0.075	2.1375	0
0.075	2.1625	0
0.075	2.1875	0
0.075	2.2125	0
0.075	2.2375	0
0.075	2.2625	0
0.075	2.2875	0
0.075	2.3125	0
0.075	2.3375	0
0.075	2.3625	0
0.075	2.3875	0
0.075	2.4125	0
0.075	2.4375	0
0.075	2.4625	0
0.075	2.4875	0
0.125	-0.0125	0
0.125	0.0125	0
0.125	0.0375	0
0.125	0.0625	0
0.125	0.0875	0
0.125	0.1125	0.00156
0.125	0.1375	0.02528
0.125	0.1625	0.04328
0.125	0.1875	0.00696
0.125	0.2125	0.00024
0.125	0.2375	0.0002
0.125	0.2625	4e-05
0.125	0.2875	0.0002
0.125	0.3125	4e-05
0.125	0.3375	4e-05
0.125	0.3625	0
0.125	0.3875	4e-05
0.125	0.4125	0
0.125	0.4375	0
0.125	0.4625	4e-05
0.125	0.4875	4e-05
0.125	0.5125	0
0.125	0.5375	0
0.125	0.5625	4e-05
0.125	0.5875	0
0.125	0.6125	0
0.125	0.6375	0
0.125	0.6625	0
0.125	0.6875	0
0.125	0.7125	0
0.125	0.7375	0
0.125	0.7625	0
0.125	0.7875	0
0.125	0.8125	0
0.125	0.8375	0
0.125	0.8625	0
0.125	0.8875	0
0.125	0.9125	0
0.125	0.9375	0
0.125	0.9625	0
0.125	0.9875	0
0.125	1.0125	0
0.125	1.0375	0
0.125	1.0625	0
0.125	1.0875	0
0.125	1.1125	0
0.125	1.1375	0
0.125	1.1625	0
0.125	1.1875	0
0.125	1.2125	0
0.125	1.2375	0
0.125	1.2625	0
0.125	1.2875	0
0.125	1.3125	0
0.125	1.3375	0
0.125	1.3625	0
0.125	1.3875	0
0.125	1.4125	0
0.125	1.4375	0
0.125	1.4625	0
0.125	1.4875	0
0.125	1.5125	0
0.125	1.5375	0
0.125	1.5625	0
0.125	1.5875	0
0.125	1.6125	0
0.125	1.6375	0
0.125	1.6625	0
0.125	1.6875	0
0.125	1.7125	0
0.125	1.7375	0
0.125	1.7625	0
0.125	1.7875	0
0.125	1.8125	0
0.125	1.8375	0
0.125	1.8625	0
0.125	1.8875	0
0.125	1.9125	0
0.125	1.9375	0
0.125	1.9625	0
0.125	1.9875	0
0.125	2.0125	0
0.125	2.0375	4e-05
0.125	2.0625	0
0.125	2.0875	0
0.125	2.1125	0
0.125	2.1375	0
0.125	2.1625	0
0.125	2.1875	0
0.125	2.2125	0
0.125	2.2375	0
0.125	2.2625	0
0.125	2.2875	0
0.125	2.3125	0
0.125	2.3375	0
0.125	2.3625	0
0.125	2.3875	0
0.125	2.4125	0
0.125	2.4375	0
0.125	2.4625	0
0.125	2.4875	0
0.175	-0.0125	0
0.175	0.0125	0
0.175	0.0375	0
0.175	0.0625	0
0.175	0.0875	0.00084
0.175	0.1125	0.01168
0.175	0.1375	0.05932
0.175	0.1625	0.06616
0.175	0.1875	0.0384
0.175	0.2125	0.00144
0.175	0.2375	0.0002
0.175	0.2625	0.0002
0.175	0.2875	4e-05
0.175	0.3125	8e-05
0.175	0.3375	8e-05
0.175	0.3625	4e-05
0.175	0.3875	4e-05
0.175	0.4125	0
0.175	0.4375	0
0.175	0.4625	0
0.175	0.4875	0
0.175	0.5125	0
0.175	0.5375	0
0.175	0.5625	0
0.175	0.5875	0
0.175	0.6125	0
0.175	0.6375	0
0.175	0.6625	0
0.175	0.6875	0
0.175	0.7125	0
0.175	0.7375	0
0.175	0.7625	0
0.175	0.7875	0
0.175	0.8125	0
0.175	0.8375	0
0.175	0.8625	0
0.175	0.8875	0
0.175	0.9125	0
0.175	0.9375	0
0.175	0.9625	0
0.175	0.9875	0
0.175	1.0125	0
0.175	1.0375	0
0.175	1.0625	0
0.175	1.0875	0
0.175	1.1125	0
0.175	1.1375	0
0.175	1.1625	0
0.175	1.1875	0
0.175	1.2125	0
0.175	1.2375	0
0.175	1.2625	0
0.175	1.2875	0
0.175	1.3125	0
0.175	1.3375	0
0.175	1.3625	0
0.175	1.3875	0
0.175	1.4125	0
0.175	1.4375	0
0.175	1.4625	0
0.175	1.4875	0
0.175	1.5125	0
0.175	1.5375	0
0.175	1.5625	0
0.175	1.5875	0
0.175	1.6125	0
0.175	1.6375	0
0.175	1.6625	0
0.175	1.6875	0
0.175	1.7125	0
0.175	1.7375	0
0.175	1.7625	0
0.175	1.7875	0
0.175	1.8125	0
0.175	1.8375	0
0.175	1.8625	0
0.175	1.8875	0
0.175	1.9125	0
0.175	1.9375	0
0.175	1.9625	0
0.175	1.9875	0
0.175	2.0125	0
0.175	2.0375	0
0.175	2.0625	0
0.175	2.0875	0
0.175	2.1125	0
0.175	2.1375	0
0.175	2.1625	0
0.175	2.1875	0
0.175	2.2125	0
0.175	2.2375	0
0.175	2.2625	0
0.175	2.2875	0
0.175	2.3125	0
0.175	2.3375	0
0.175	2.3625	0
0.175	2.3875	0
0.175	2.4125	0
0.175	2.4375	0
0.175	2.4625	0
0.175	2.4875	0
0.225	-0.0125	0
0.225	0.0125	0
0.225	0.0375	4e-05
0.225	0.0625	0.00208
0.225	0.0875	0.03136
0.225	0.1125	0.0678
0.225	0.1375	0.09348
0.225	0.1625	0.09484
0.225	0.1875	0.08368
0.225	0.2125	0.02152
0.225	0.2375	0.0004
0.225	0.2625	0.0002
0.225	0.2875	0.00012
0.225	0.3125	8e-05
0.225	0.3375	4e-05
0.225	0.3625	0.00016
0.225	0.3875	4e-05
0.225	0.4125	0
0.225	0.4375	4e-05
0.225	0.4625	0
0.225	0.4875	0
0.225	0.5125	0
0.225	0.5375	0
0.225	0.5625	0
0.225	0.5875	8e-05
0.225	0.6125	0
0.225	0.6375	0
0.225	0.6625	0
0.225	0.6875	0
0.225	0.7125	0
0.225	0.7375	0
0.225	0.7625	0
0.225	0.7875	0
0.225	0.8125	0
0.225	0.8375	0
0.225	0.8625	0
0.225	0.8875	0
0.225	0.9125	0
0.225	0.9375	0
0.225	0.9625	0
0.225	0.9875	0
0.225	1.0125	0
0.225	1.0375	0
0.225	1.0625	0
0.225	1.0875	0
0.225	1.1125	0
0.225	1.1375	0
0.225	1.1625	0
0.225	1.1875	0
0.225	1.2125	0
0.225	1.2375	0
0.225	1.2625	0
0.225	1.2875	0
0.225	1.3125	0
0.225	1.3375	0
0.225	1.3625	0
0.225	1.3875	0
0.225	1.4125	0
0.225	1.4375	0
0.225	1.4625	0
0.225	1.4875	0
0.225	1.5125	0
0.225	1.5375	0
0.225	1.5625	0
0.225	1.5875	0
0.225	1.6125	0
0.225	1.6375	0
0.225	1.6625	0
0.225	1.6875	0
0.225	1.7125	0
0.225	1.7375	0
0.225	1.7625	0
0.225	1.7875	0
0.225	1.8125	0
0.225	1.8375	0
0.225	1.8625	0
0.225	1.8875	0
0.225	1.9125	0
0.225	1.9375	0
0.225	1.9625	0
0.225	1.9875	0
0.225	2.0125	0
0.225	2.0375	0
0.225	2.0625	0
0.225	2.0875	0
0.225	2.1125	0
0.225	2.1375	0
0.225	2.1625	0
0.225	2.1875	0
0.225	2.2125	0
0.225	2.2375	0
0.225	2.2625	0
0.225	2.2875	0
0.225	2.3125	0
0.225	2.3375	0
0.225	2.3625	0
0.225	2.3875	0
0.225	2.4125	0
0.225	2.4375	0
0.225	2.4625	0
0.225	2.4875	0
0.275	-0.0125	0
0.275	0.0125	0.00048
0.275	0.0375	0.00332
0.275	0.0625	0.04184
0.275	0.0875	0.09648
0.275	0.1125	0.12424
0.275	0.1375	0.1242
0.275	0.1625	0.11276
0.275	0.1875	0.11208
0.275	0.2125	0.07744
0.275	0.2375	0.00948
0.275	0.2625	0.0002
0.275	0.2875	0.00016
0.275	0.3125	0.00016
0.275	0.3375	8e-05
0.275	0.3625	0
0.275	0.3875	8e-05
0.275	0.4125	0
0.275	0.4375	8e-05
0.275	0.4625	0
0.275	0.4875	0
0.275	0.5125	0
0.275	0.5375	0
0.275	0.5625	0
0.275	0.5875	4e-05
0.275	0.6125	0
0.275	0.6375	0
0.275	0.6625	0
0.275	0.6875	0
0.275	0.7125	0
0.275	0.7375	0
0.275	0.7625	0
0.275	0.7875	0
0.275	0.8125	4e-05
0.275	0.8375	0
0.275	0.8625	0
0.275	0.8875	0
0.275	0.9125	0
0.275	0.9375	0
0.275	0.9625	0
0.275	0.9875	0
0.275	1.0125	0
0.275	1.0375	0
0.275	1.0625	0
0.275	1.0875	0
0.275	1.1125	0
0.275	1.1375	0
0.275	1.1625	0
0.275	1.1875	0
0.275	1.2125	0
0.275	1.2375	0
0.275	1.2625	0
0.275	1.2875	0
0.275	1.3125	0
0.275	1.3375	0
0.275	1.3625	0
0.275	1.3875	0
0.275	1.4125	0
0.275	1.4375	0
0.275	1.4625	0
0.275	1.4875	0
0.275	1.5125	0
0.275	1.5375	0
0.275	1.5625	0
0.275	1.5875	0
0.275	1.6125	0
0.275	1.6375	0
0.275	1.6625	0
0.275	1.6875	0
0.275	1.7125	0
0.275	1.7375	0
0.275	1.7625	0
0.275	1.7875	0
0.275	1.8125	0
0.275	1.8375	0
0.275	1.8625	0
0.275	1.8875	0
0.275	1.9125	0
0.275	1.9375	0
0.275	1.9625	0
0.275	1.9875	0
0.275	2.0125	0
0.275	2.0375	0
0.275	2.0625	0
0.275	2.0875	0
0.275	2.1125	0
0.275	2.1375	0
0.275	2.1625	0
0.275	2.1875	0
0.275	2.2125	0
0.275	2.2375	0
0.275	2.2625	0
0.275	2.2875	0
0.275	2.3125	0
0.275	2.3375	0
0.275	2.3625	0
0.275	2.3875	0
0.275	2.4125	0
0.275	2.4375	0
0.275	2.4625	0
0.275	2.4875	0
0.325	-0.0125	0
0.325	0.0125	0.016
0.325	0.0375	0.07208
0.325	0.0625	0.13112
0.325	0.0875	0.15676
0.325	0.1125	0.16684
0.325	0.1375	0.15152
0.325	0.1625	0.13984
0.325	0.1875	0.13436
0.325	0.2125	0.11572
0.325	0.2375	0.06228
0.325	0.2625	0.00316
0.325	0.2875	8e-05
0.325	0.3125	0.00012
0.325	0.3375	0.00028
0.325	0.3625	0.00016
0.325	0.3875	0
0.325	0.4125	0.00012
0.325	0.4375	4e-05
0.325	0.4625	0
0.325	0.4875	0
0.325	0.5125	0
0.325	0.5375	0
0.325	0.5625	0
0.325	0.5875	0
0.325	0.6125	0
0.325	0.6375	0
0.325	0.6625	0
0.325	0.6875	0
0.325	0.7125	0
0.325	0.7375	0
0.325	0.7625	0
0.325	0.7875	0
0.325	0.8125	0
0.325	0.8375	0
0.325	0.8625	0
0.325	0.8875	0
0.325	0.9125	0
0.325	0.9375	0
0.325	0.9625	0
0.325	0.9875	0
0.325	1.0125	0
0.325	1.0375	0
0.325	1.0625	0
0.325	1.0875	0
0.325	1.1125	4e-05
0.325	1.1375	0
0.325	1.1625	0
0.325	1.1875	0
0.325	1.2125	0
0.325	1.2375	0
0.325	1.2625	0
0.325	1.2875	0
0.325	1.3125	0
0.325	1.3375	0
0.325	1.3625	0
0.325	1.3875	0
0.325	1.4125	0
0.325	1.4375	0
0.325	1.4625	0
0.325	1.4875	0
0.325	1.5125	0
0.325	1.5375	0
0.325	1.5625	0
0.325	1.5875	0
0.325	1.6125	0
0.325	1.6375	0
0.325	1.6625	0
0.325	1.6875	0
0.325	1.7125	0
0.325	1.7375	0
0.325	1.7625	0
0.325	1.7875	0
0.325	1.8125	0
0.325	1.8375	0
0.325	1.8625	0
0.325	1.8875	0
0.325	1.9125	0
0.325	1.9375	0
0.325	1.9625	0
0.325	1.9875	0
0.325	2.0125	0
0.325	2.0375	0
0.325	2.0625	0
0.325	2.0875	0
0.325	2.1125	0
0.325	2.1375	0
0.325	2.1625	0
0.325	2.1875	0
0.325	2.2125	0
0.325	2.2375	0
0.325	2.2625	0
0.325	2.2875	0
0.325	2.3125	0
0.325	2.3375	0
0.325	2.3625	0
0.325	2.3875	0
0.325	2.4125	0
0.325	2.4375	0
0.325	2.4625	0
0.325	2.4875	0
0.375	-0.0125	0
0.375	0.0125	0.22192
0.375	0.0375	0.2226
0.375	0.0625	0.21048
0.375	0.0875	0.21492
0.375	0.1125	0.2106
0.375	0.1375	0.17832
0.375	0.1625	0.16748
0.375	0.1875	0.15812
0.375	0.2125	0.14104
0.375	0.2375	0.1182
0.375	0.2625	0.0468
0.375	0.2875	0.00128
0.375	0.3125	0.00048
0.375	0.3375	0.00012
0.375	0.3625	0.0002
0.375	0.3875	4e-05
0.375	0.4125	0.00012
0.375	0.4375	8e-05
0.375	0.4625	4e-05
0.375	0.4875	0
0.375	0.5125	0
0.375	0.5375	0
0.375	0.5625	0
0.375	0.5875	0
0.375	0.6125	0
0.375	0.6375	0
0.375	0.6625	0
0.375	0.6875	0
0.375	0.7125	0
0.375	0.7375	0
0.375	0.7625	0
0.375	0.7875	4e-05
0.375	0.8125	0
0.375	0.8375	4e-05
0.375	0.8625	0
0.375	0.8875	0
0.375	0.9125	0
0.375	0.9375	0
0.375	0.9625	0
0.375	0.9875	0
0.375	1.0125	0
0.375	1.0375	0
0.375	1.0625	0
0.375	1.0875	0
0.375	1.1125	0
0.375	1.1375	0
0.375	1.1625	0
0.375	1.1875	0
0.375	1.2125	0
0.375	1.2375	0
0.375	1.2625	0
0.375	1.2875	0
0.375	1.3125	0
0.375	1.3375	0
0.375	1.3625	0
0.375	1.3875	0
0.375	1.4125	0
0.375	1.4375	0
0.375	1.4625	0
0.375	1.4875	0
0.375	1.5125	0
0.375	1.5375	0
0.375	1.5625	0
0.375	1.5875	0
0.375	1.6125	0
0.375	1.6375	0
0.375	1.6625	0
0.375	1.6875	0
0.375	1.7125	0
0.375	1.7375	0
0.375	1.7625	0
0.375	1.7875	0
0.375	1.8125	0
0.375	1.8375	0
0.375	1.8625	0
0.375	1.8875	0
0.375	1.9125	0
0.375	1.9375	0
0.375	1.9625	0
0.375	1.9875	0
0.375	2.0125	0
0.375	2.0375	0
0.375	2.0625	0
0.375	2.0875	0
0.375	2.1125	0
0.375	2.1375	0
0.375	2.1625	0
0.375	2.1875	0
0.375	2.2125	0
0.375	2.2375	0
0.375	2.2625	0
0.375	2.2875	0
0.375	2.3125	0
0.375	2.3375	0
0.375	2.3625	0
0.375	2.3875	0
0.375	2.4125	0
0.375	2.4375	0
0.375	2.4625	0
0.375	2.4875	0
0.425	-0.0125	0
0.425	0.0125	0.55624
0.425	0.0375	0.39464
0.425	0.0625	0.31352
0.425	0.0875	0.2802
0.425	0.1125	0.26044
0.425	0.1375	0.21936
0.425	0.1625	0.19284
0.425	0.1875	0.17412
0.425	0.2125	0.16468
0.425	0.2375	0.1426
0.425	0.2625	0.12208
0.425	0.2875	0.047
0.425	0.3125	0.0014
0.425	0.3375	0.00032
0.425	0.3625	0.00036
0.425	0.3875	0.0002
0.425	0.4125	0.0002
0.425	0.4375	4e-05
0.425	0.4625	8e-05
0.425	0.4875	0.00016
0.425	0.5125	4e-05
0.425	0.5375	0
0.425	0.5625	0
0.425	0.5875	0
0.425	0.6125	0
0.425	0.6375	4e-05
0.425	0.6625	4e-05
0.425	0.6875	0
0.425	0.7125	0
0.425	0.7375	0
0.425	0.7625	0
0.425	0.7875	0
0.425	0.8125	0
0.425	0.8375	0
0.425	0.8625	0
0.425	0.8875	0
0.425	0.9125	0
0.425	0.9375	0
0.425	0.9625	0
0.425	0.9875	0
0.425	1.0125	0
0.425	1.0375	0
0.425	1.0625	0
0.425	1.0875	0
0.425	1.1125	0
0.425	1.1375	0
0.425	1.1625	0
0.425	1.1875	0
0.425	1.2125	0
0.425	1.2375	0
0.425	1.2625	0
0.425	1.2875	0
0.425	1.3125	0
0.425	1.3375	0
0.425	1.3625	0
0.425	1.3875	0
0.425	1.4125	0
0.425	1.4375	0
0.425	1.4625	0
0.425	1.4875	0
0.425	1.5125	0
0.425	1.5375	0
0.425	1.5625	0
0.425	1.5875	0
0.425	1.6125	0
0.425	1.6375	0
0.425	1.6625	0
0.425	1.6875	0
0.425	1.7125	0
0.425	1.7375	0
0.425	1.7625	0
0.425	1.7875	0
0.425	1.8125	0
0.425	1.8375	0
0.425	1.8625	0
0.425	1.8875	0
0.425	1.9125	0
0.425	1.9375	0
0.425	1.9625	0
0.425	1.9875	0
0.425	2.0125	0
0.425	2.0375	0
0.425	2.0625	0
0.425	2.0875	0
0.425	2.1125	0
0.425	2.1375	0
0.425	2.1625	0
0.425	2.1875	0
0.425	2.2125	0
0.425	2.2375	0
0.425	2.2625	0
0.425	2.2875	0
0.425	2.3125	0
0.425	2.3375	0
0.425	2.3625	0
0.425	2.3875	0
0.425	2.4125	0
0.425	2.4375	0
0.425	2.4625	0
0.425	2.4875	0
0.475	-0.0125	0
0.475	0.0125	0.66572
0.475	0.0375	0.60296
0.475	0.0625	0.45452
0.475	0.0875	0.35252
0.475	0.1125	0.3214
0.475	0.1375	0.26732
0.475	0.1625	0.2236
0.475	0.1875	0.19976
0.475	0.2125	0.18508
0.475	0.2375	0.16616
0.475	0.2625	0.14704
0.475	0.2875	0.125
0.475	0.3125	0.04548
0.475	0.3375	0.00192
0.475	0.3625	0.00032
0.475	0.3875	0.00016
0.475	0.4125	0.00016
0.475	0.4375	8e-05
0.475	0.4625	0.00012
0.475	0.4875	4e-05
0.475	0.5125	8e-05
0.475	0.5375	4e-05
0.475	0.5625	0
0.475	0.5875	0
0.475	0.6125	0
0.475	0.6375	0
0.475	0.6625	0
0.475	0.6875	0
0.475	0.7125	4e-05
0.475	0.7375	0
0.475	0.7625	0
0.475	0.7875	0
0.475	0.8125	0
0.475	0.8375	0
0.475	0.8625	0
0.475	0.8875	0
0.475	0.9125	0
0.475	0.9375	4e-05
0.475	0.9625	4e-05
0.475	0.9875	0
0.475	1.0125	0
0.475	1.0375	0
0.475	1.0625	0
0.475	1.0875	0
0.475	1.1125	0
0.475	1.1375	0
0.475	1.1625	0
0.475	1.1875	0
0.475	1.2125	0
0.475	1.2375	0
0.475	1.2625	0
0.475	1.2875	0
0.475	1.3125	0
0.475	1.3375	0
0.475	1.3625	0
0.475	1.3875	0
0.475	1.4125	0
0.475	1.4375	0
0.475	1.4625	0
0.475	1.4875	0
0.475	1.5125	0
0.475	1.5375	0
0.475	1.5625	0
0.475	1.5875	0
0.475	1.6125	0
0.475	1.6375	0
0.475	1.6625	0
0.475	1.6875	0
0.475	1.7125	0
0.475	1.7375	0
0.475	1.7625	0
0.475	1.7875	0
0.475	1.8125	0
0.475	1.8375	0
0.475	1.8625	0
0.475	1.8875	0
0.475	1.9125	0
0.475	1.9375	0
0.475	1.9625	0
0.475	1.9875	0
0.475	2.0125	0
0.475	2.0375	0
0.475	2.0625	0
0.475	2.0875	0
0.475	2.1125	0
0.475	2.1375	0
0.475	2.1625	0
0.475	2.1875	0
0.475	2.2125	0
0.475	2.2375	0
0.475	2.2625	0
0.475	2.2875	0
0.475	2.3125	0
0.475	2.3375	0
0.475	2.3625	0
0.475	2.3875	0
0.475	2.4125	0
0.475	2.4375	0
0.475	2.4625	0
0.475	2.4875	0
0.525	-0.0125	0
0.525	0.0125	0.70408
0.525	0.0375	0.69572
0.525	0.0625	0.62128
0.525	0.0875	0.46404
0.525	0.1125	0.38568
0.525	0.1375	0.32636
0.525	0.1625	0.256
0.525	0.1875	0.22976
0.525	0.2125	0.21
0.525	0.2375	0.19372
0.525	0.2625	0.17436
0.525	0.2875	0.15784
0.525	0.3125	0.12836
0.525	0.3375	0.05472
0.525	0.3625	0.00572
0.525	0.3875	0.00024
0.525	0.4125	8e-05
0.525	0.4375	0.0002
0.525	0.4625	4e-05
0.525	0.4875	8e-05
0.525	0.5125	4e-05
0.525	0.5375	8e-05
0.525	0.5625	8e-05
0.525	0.5875	4e-05
0.525	0.6125	4e-05
0.525	0.6375	0
0.525	0.6625	0
0.525	0.6875	4e-05
0.525	0.7125	0
0.525	0.7375	0
0.525	0.7625	0
0.525	0.7875	4e-05
0.525	0.8125	0
0.525	0.8375	0
0.525	0.8625	0
0.525	0.8875	4e-05
0.525	0.9125	0
0.525	0.9375	0
0.525	0.9625	0
0.525	0.9875	0
0.525	1.0125	0
0.525	1.0375	0
0.525	1.0625	0
0.525	1.0875	0
0.525	1.1125	0
0.525	1.1375	0
0.525	1.1625	0
0.525	1.1875	0
0.525	1.2125	0
0.525	1.2375	0
0.525	1.2625	0
0.525	1.2875	0
0.525	1.3125	0
0.525	1.3375	0
0.525	1.3625	0
0.525	1.3875	0
0.525	1.4125	0
0.525	1.4375	0
0.525	1.4625	0
0.525	1.4875	0
0.525	1.5125	0
0.525	1.5375	0
0.525	1.5625	0
0.525	1.5875	0
0.525	1.6125	0
0.525	1.6375	0
0.525	1.6625	0
0.525	1.6875	0
0.525	1.7125	0
0.525	1.7375	0
0.525	1.7625	0
0.525	1.7875	0
0.525	1.8125	0
0.525	1.8375	0
0.525	1.8625	0
0.525	1.8875	0
0.525	1.9125	0
0.525	1.9375	0
0.525	1.9625	0
0.525	1.9875	0
0.525	2.0125	0
0.525	2.0375	0
0.525	2.0625	0
0.525	2.0875	0
0.525	2.1125	0
0.525	2.1375	0
0.525	2.1625	0
0.525	2.1875	0
0.525	2.2125	0
0.525	2.2375	0
0.525	2.2625	0
0.525	2.2875	0
0.525	2.3125	0
0.525	2.3375	0
0.525	2.3625	0
